sentence,relation,head,tail,head_offset,tail_offset
子树表现出Floyd算法的特性,attr,子树,Floyd算法,0,5
贪心需要使用AC自动机,b-rely,AC自动机,贪心,6,0
查找成功与内部节点具有相反的作用,anto,查找成功,内部节点,0,5
算法步骤包含比较排序,b-belg,比较排序,算法步骤,6,0
Floyd算法需要使用直接插入排序,b-rely,直接插入排序,Floyd算法,11,0
外部排序具有边属性,b-attr,边,外部排序,6,0
指数查找依赖于稀疏图,rely,指数查找,稀疏图,0,7
散列表需要使用数据项,rely,散列表,数据项,0,7
冒泡排序表现出字典树的特性,b-attr,字典树,冒泡排序,7,0
数据类型是顺序存储的组成部分,belg,顺序存储,数据类型,5,0
桶排序是缩容的重要属性,attr,缩容,桶排序,4,0
在算法中，弗洛伊德算法和叶子节点执行相反的功能,anto,弗洛伊德算法,叶子节点,5,12
实现多路归并时需要依赖双端队列,b-rely,双端队列,多路归并,11,2
归并排序与记忆化搜索具有相同的含义,syno,归并排序,记忆化搜索,0,5
动态规划入门的实现基于入队,b-rely,入队,动态规划入门,11,0
内存分配依赖于内部排序,b-rely,内部排序,内存分配,7,0
集合与分支限界具有相反的作用,anto,集合,分支限界,0,3
在算法中，扩容和随机访问执行相反的功能,anto,扩容,随机访问,5,8
基数排序的实现基于有向图,b-rely,有向图,基数排序,9,0
实现动态查找时需要依赖分治算法,b-rely,分治算法,动态查找,11,2
顶点度数与关键路径具有相同的含义,syno,顶点度数,关键路径,0,5
不稳定排序和AOE 网是相反的操作,anto,不稳定排序,AOE 网,0,6
最小生成树包含数组,b-belg,数组,最小生成树,7,0
树的度是分支限界的重要属性,b-attr,树的度,分支限界,0,4
不稳定排序的实现基于有序序列,b-rely,有序序列,不稳定排序,10,0
指针具有按秩合并属性,attr,指针,按秩合并,0,4
折半查找的实现基于算法步骤,rely,折半查找,算法步骤,0,9
穷举法依赖于物理结构,b-rely,物理结构,穷举法,6,0
查找和邻接多重表是对立的概念,anto,查找,邻接多重表,0,3
在表尾中包含了环,b-belg,环,表尾,7,1
布隆过滤器需要使用AOV 网,b-rely,AOV 网,布隆过滤器,9,0
销毁需要使用负权回路,b-rely,负权回路,销毁,6,0
子节点的特征是散列文件,b-attr,散列文件,子节点,7,0
缩容的实现基于加权图,rely,缩容,加权图,0,7
动态数组表现出栈内存的特性,b-attr,栈内存,动态数组,7,0
树的节点等同于顶点度数,syno,树的节点,顶点度数,0,7
图的顶点与递归复杂度具有相反的作用,anto,图的顶点,递归复杂度,0,5
双端队列表现出前序遍历的特性,b-attr,前序遍历,双端队列,7,0
迪杰斯特拉算法具有数据项属性,b-attr,数据项,迪杰斯特拉算法,9,0
分治与线性查找具有相反的作用,anto,分治,线性查找,0,3
出队需要使用二路归并,rely,出队,二路归并,0,6
在迭代中包含了栈,belg,迭代,栈,1,7
冲突解决包含稠密图,belg,冲突解决,稠密图,0,6
快速排序由折半查找等部分构成,belg,快速排序,折半查找,0,5
贪心选择性质的实现基于哈希函数,rely,贪心选择性质,哈希函数,0,11
加权图具有弱连通图属性,b-attr,弱连通图,加权图,5,0
插值查找包含哈希表,b-belg,哈希表,插值查找,6,0
动态查找由Prim算法等部分构成,belg,动态查找,Prim算法,0,5
子节点的实现基于B树,rely,子节点,B树,0,8
有序表的实现基于表头,b-rely,表头,有序表,8,0
会计方法等同于非比较排序,syno,会计方法,非比较排序,0,7
实现关键路径时需要依赖交换排序,b-rely,交换排序,关键路径,11,2
回溯法与原地排序具有相同的含义,syno,回溯法,原地排序,0,4
平均查找长度表现出访问的特性,b-attr,访问,平均查找长度,9,0
非比较排序表现出聚合分析的特性,attr,非比较排序,聚合分析,0,8
环的特征是内存回收,attr,环,内存回收,0,5
顺序访问表现出散列表的特性,b-attr,散列表,顺序访问,7,0
哈希函数是克鲁斯卡尔算法的组成部分,b-belg,哈希函数,克鲁斯卡尔算法,0,5
动态查找是关键路径的重要属性,attr,关键路径,动态查找,5,0
旋转和集合是同义概念,syno,旋转,集合,0,3
实现指针时需要依赖斐波那契堆,rely,指针,斐波那契堆,2,9
AVL树包含势能方法,belg,AVL树,势能方法,0,6
树的节点需要使用逻辑结构,rely,树的节点,逻辑结构,0,8
在算法中，索引存储和比较排序执行相反的功能,anto,索引存储,比较排序,5,10
尾节点的特征是大O记号,attr,尾节点,大O记号,0,7
指数查找是记忆化搜索的重要属性,attr,记忆化搜索,指数查找,5,0
静态查找的特征是顺序访问,attr,静态查找,顺序访问,0,8
集合的特征是动态规划入门,b-attr,动态规划入门,集合,6,0
时间复杂度依赖于栈内存,b-rely,栈内存,时间复杂度,8,0
大根堆的实现基于字典树,b-rely,字典树,大根堆,8,0
红黑树的实现基于二项堆,rely,红黑树,二项堆,0,8
非连通图包含平衡二叉树,belg,非连通图,平衡二叉树,0,6
平均情况是广度优先搜索的组成部分,b-belg,平均情况,广度优先搜索,0,5
右子树的特征是开放寻址,b-attr,开放寻址,右子树,7,0
度由哈希函数等部分构成,belg,度,哈希函数,0,2
移动具有大根堆属性,b-attr,大根堆,移动,4,0
渐近复杂度的实现基于图的顶点,b-rely,图的顶点,渐近复杂度,10,0
树表查找是强连通图的重要属性,attr,强连通图,树表查找,5,0
实现生成森林时需要依赖引用计数,rely,生成森林,引用计数,2,11
空表和弱连通图是对立的概念,anto,空表,弱连通图,0,3
在最小生成树中包含了子树,belg,最小生成树,子树,1,10
在后序遍历中包含了链表,b-belg,链表,后序遍历,9,1
双向队列与静态数组具有相反的作用,anto,双向队列,静态数组,0,5
在算法中，贪心和后缀树执行相反的功能,anto,贪心,后缀树,5,8
线性查找由移动等部分构成,belg,线性查找,移动,0,5
顺序存储和Θ记号是对立的概念,anto,顺序存储,Θ记号,0,5
后缀树表现出入队的特性,b-attr,入队,后缀树,6,0
树的高度是Bellman-Ford算法的重要属性,attr,Bellman-Ford算法,树的高度,5,0
前驱节点由子树等部分构成,belg,前驱节点,子树,0,5
深度优先搜索是B树的组成部分,belg,B树,深度优先搜索,7,0
在数据结构中，分割和KMP算法表示相同的概念,syno,分割,KMP算法,7,10
算法的确定性的实现基于最短路径,b-rely,最短路径,算法的确定性,11,0
稳定排序的特征是稀疏图,attr,稳定排序,稀疏图,0,8
在数据结构中，加权图和边的权重表示相同的概念,syno,加权图,边的权重,7,11
空间复杂度包含有向图,belg,空间复杂度,有向图,0,7
在外部排序中包含了排序算法稳定性,b-belg,排序算法稳定性,外部排序,9,1
斐波那契堆和头节点是相反的操作,anto,斐波那契堆,头节点,0,6
连通分量和强连通分量是相反的操作,anto,连通分量,强连通分量,0,5
回溯法具有子树属性,attr,回溯法,子树,0,5
归并排序具有平均查找长度属性,b-attr,平均查找长度,归并排序,6,0
哈希查找具有插入属性,b-attr,插入,哈希查找,6,0
后继节点需要使用逻辑结构,b-rely,逻辑结构,后继节点,8,0
在Prim算法中包含了边,belg,Prim算法,边,1,11
入队具有入度属性,attr,入队,入度,0,4
在索引存储中包含了Bellman-Ford算法,belg,索引存储,Bellman-Ford算法,1,9
实现集合时需要依赖动态数组,b-rely,动态数组,集合,9,2
链地址法依赖于关键路径,b-rely,关键路径,链地址法,7,0
队列是回路的组成部分,belg,回路,队列,3,0
在算法中，链地址法和LFU缓存执行相反的功能,anto,链地址法,LFU缓存,5,10
实现外部排序时需要依赖双向链表,b-rely,双向链表,外部排序,11,2
回溯法等同于计数排序,syno,回溯法,计数排序,0,6
静态数组表现出集合的特性,attr,静态数组,集合,0,7
全局最优具有静态查找属性,attr,全局最优,静态查找,0,6
循环队列需要使用删除,b-rely,删除,循环队列,8,0
Bellman-Ford算法表现出物理结构的特性,attr,Bellman-Ford算法,物理结构,0,17
字典树具有LRU缓存属性,attr,字典树,LRU缓存,0,5
树的节点具有内部排序属性,b-attr,内部排序,树的节点,6,0
生成森林的实现基于销毁,rely,生成森林,销毁,0,9
内存回收由循环链表等部分构成,b-belg,循环链表,内存回收,5,0
LFU缓存依赖于前缀树,rely,LFU缓存,前缀树,0,8
交换排序的实现基于希尔排序,rely,交换排序,希尔排序,0,9
强连通分量表现出分支限界的特性,attr,强连通分量,分支限界,0,8
抽象数据类型具有树属性,attr,抽象数据类型,树,0,8
在左子树中包含了渐近复杂度,b-belg,渐近复杂度,左子树,8,1
环的特征是索引存储,b-attr,索引存储,环,5,0
顺序存储的实现基于Θ记号,b-rely,Θ记号,顺序存储,9,0
顺序查找是数据项的组成部分,belg,数据项,顺序查找,5,0
在有序序列中包含了无序表,belg,有序序列,无序表,1,9
数组的特征是后继节点,b-attr,后继节点,数组,6,0
在AOE网中包含了函数式数据结构,belg,AOE网,函数式数据结构,1,9
原地排序依赖于删除,rely,原地排序,删除,0,7
AOV网依赖于布隆过滤器,rely,AOV网,布隆过滤器,0,7
二分查找的特征是迪杰斯特拉算法,b-attr,迪杰斯特拉算法,二分查找,8,0
在拓扑排序中包含了聚合分析,belg,拓扑排序,聚合分析,1,9
有序表是父节点的组成部分,belg,父节点,有序表,4,0
在分治中包含了图的边,b-belg,图的边,分治,7,1
实现单链表时需要依赖二叉树,b-rely,二叉树,单链表,10,2
在算法的有穷性中包含了克鲁斯卡尔算法,b-belg,克鲁斯卡尔算法,算法的有穷性,11,1
迭代法是单链表的重要属性,attr,单链表,迭代法,4,0
桶排序表现出最好情况的特性,attr,桶排序,最好情况,0,6
动态规划入门和入度是同义概念,syno,动态规划入门,入度,0,7
数组需要使用父节点,rely,数组,父节点,0,6
在数据结构中，快速排序和最优子结构表示相同的概念,syno,快速排序,最优子结构,7,12
Ω记号具有递归基础属性,attr,Ω记号,递归基础,0,5
在数据结构中，记忆化搜索和顺序访问表示相同的概念,syno,记忆化搜索,顺序访问,7,13
在数据结构中，跳跃表和后序遍历表示相同的概念,syno,跳跃表,后序遍历,7,11
二项堆和AC自动机是对立的概念,anto,二项堆,AC自动机,0,4
出度具有度属性,b-attr,度,出度,1,0
动态内存具有有向图属性,b-attr,有向图,动态内存,6,0
实现物理结构时需要依赖冲突解决,rely,物理结构,冲突解决,2,11
算法的确定性和堆内存是同义概念,syno,算法的确定性,堆内存,0,7
有序序列需要使用旋转,rely,有序序列,旋转,0,8
在邻接矩阵中包含了邻接表,b-belg,邻接表,邻接矩阵,9,1
表尾与二分查找具有相同的含义,syno,表尾,二分查找,0,3
位序依赖于内部排序,rely,位序,内部排序,0,5
有序表等同于队列,syno,有序表,队列,0,6
强连通图和根节点是对立的概念,anto,强连通图,根节点,0,5
根节点和内存池是同义概念,syno,根节点,内存池,0,4
静态内存等同于无向图,syno,静态内存,无向图,0,7
最长路径和递推是对立的概念,anto,最长路径,递推,0,5
内部节点依赖于线性查找,b-rely,线性查找,内部节点,7,0
后继节点需要使用映射,rely,后继节点,映射,0,8
表长与分治算法具有相反的作用,anto,表长,分治算法,0,3
贪心算法的实现基于算法的确定性,b-rely,算法的确定性,贪心算法,9,0
顺序访问和贪心选择性质是同义概念,syno,顺序访问,贪心选择性质,0,5
在算法中，静态内存和函数式数据结构执行相反的功能,anto,静态内存,函数式数据结构,5,10
开放寻址需要使用物理结构,b-rely,物理结构,开放寻址,8,0
在算法中，树的深度和满二叉树执行相反的功能,anto,树的深度,满二叉树,5,10
散列表和有序表是相反的操作,anto,散列表,有序表,0,4
查找成功的特征是右子树,b-attr,右子树,查找成功,8,0
优先队列和图的顶点是对立的概念,anto,优先队列,图的顶点,0,5
实现分块查找时需要依赖表头,b-rely,表头,分块查找,11,2
在数据结构中，强连通分量和满二叉树表示相同的概念,syno,强连通分量,满二叉树,7,13
插入排序的特征是不稳定排序,b-attr,不稳定排序,插入排序,8,0
循环链表是不相交集合的重要属性,b-attr,循环链表,不相交集合,0,5
在归并排序中包含了聚合分析,b-belg,聚合分析,归并排序,9,1
在双向链表中包含了顺序存储,belg,双向链表,顺序存储,1,9
散列文件具有Θ记号属性,b-attr,Θ记号,散列文件,6,0
扩容需要使用算法的有穷性,b-rely,算法的有穷性,扩容,6,0
实现二路归并时需要依赖Θ记号,b-rely,Θ记号,二路归并,11,2
Ω记号表现出堆排序的特性,attr,Ω记号,堆排序,0,6
关键路径依赖于AOV 网,b-rely,AOV 网,关键路径,7,0
堆内存与多源最短路径具有相反的作用,anto,堆内存,多源最短路径,0,4
无序表的实现基于树的度,b-rely,树的度,无序表,8,0
二路归并包含前驱节点,belg,二路归并,前驱节点,0,6
完全二叉树表现出链表的特性,b-attr,链表,完全二叉树,8,0
插值查找的特征是指针,attr,插值查找,指针,0,8
树的节点包含冲突解决,b-belg,冲突解决,树的节点,6,0
Floyd算法表现出出度的特性,b-attr,出度,Floyd算法,10,0
Θ记号具有逻辑结构属性,b-attr,逻辑结构,Θ记号,5,0
